 time            v(in1)          v(in2)          v(out)         
 1.88525422e-09  1.20000000e+00  1.20000000e+00  2.04947190e-08 
 1.89525422e-09  1.20000000e+00  1.20000000e+00  2.04947190e-08 
 1.90525422e-09  1.20000000e+00  1.20000000e+00  2.04947195e-08 
 1.91525422e-09  1.20000000e+00  1.20000000e+00  2.04947193e-08 
 1.92525422e-09  1.20000000e+00  1.20000000e+00  2.04947195e-08 
 1.93525422e-09  1.20000000e+00  1.20000000e+00  2.04947193e-08 
 1.94525422e-09  1.20000000e+00  1.20000000e+00  2.04947192e-08 
 1.95525422e-09  1.20000000e+00  1.20000000e+00  2.04947192e-08 
 1.96525422e-09  1.20000000e+00  1.20000000e+00  2.04947193e-08 
 1.97525422e-09  1.20000000e+00  1.20000000e+00  2.04947192e-08 
 1.98525422e-09  1.20000000e+00  1.20000000e+00  2.04947193e-08 
 1.99525422e-09  1.20000000e+00  1.20000000e+00  2.04947192e-08 
 2.00525422e-09  1.20000000e+00  1.20000000e+00  2.04947192e-08 
 2.01525422e-09  1.20000000e+00  1.20000000e+00  2.04947191e-08 
 2.02525422e-09  1.20000000e+00  1.20000000e+00  2.04947192e-08 
 2.03525422e-09  1.20000000e+00  1.20000000e+00  2.04947190e-08 
 2.04525422e-09  1.20000000e+00  1.20000000e+00  2.04947188e-08 
 2.05525422e-09  1.20000000e+00  1.20000000e+00  2.04947189e-08 
 2.06525422e-09  1.20000000e+00  1.20000000e+00  2.04947189e-08 
 2.07525422e-09  1.20000000e+00  1.20000000e+00  2.04947190e-08 
 2.08525422e-09  1.20000000e+00  1.20000000e+00  2.04947192e-08 
 2.09525422e-09  1.20000000e+00  1.20000000e+00  2.04947190e-08 
 2.10525422e-09  1.20000000e+00  1.20000000e+00  2.04947189e-08 
 2.11525422e-09  1.20000000e+00  1.20000000e+00  2.04947192e-08 
 2.12525422e-09  1.20000000e+00  1.20000000e+00  2.04947194e-08 
 2.13525422e-09  1.20000000e+00  1.20000000e+00  2.04947194e-08 
 2.14525422e-09  1.20000000e+00  1.20000000e+00  2.04947194e-08 
 2.15525422e-09  1.20000000e+00  1.20000000e+00  2.04947195e-08 
 2.16525422e-09  1.20000000e+00  1.20000000e+00  2.04947194e-08 
 2.17525422e-09  1.20000000e+00  1.20000000e+00  2.04947195e-08 
 2.18525422e-09  1.20000000e+00  1.20000000e+00  2.04947194e-08 
 2.19525422e-09  1.20000000e+00  1.20000000e+00  2.04947195e-08 
 2.20000000e-09  1.20000000e+00  1.20000000e+00  2.04947194e-08 
