 frequency       frequency       onoise_spectrum inoise_spectrum
 1.73780083e+05  1.73780083e+05  1.68538761e-09  5.05144283e-08 
 1.81970086e+05  1.81970086e+05  1.66272558e-09  4.98352021e-08 
 1.90546072e+05  1.90546072e+05  1.64079135e-09  4.91777896e-08 
 1.99526231e+05  1.99526231e+05  1.61956705e-09  4.85416547e-08 
 2.08929613e+05  2.08929613e+05  1.59903503e-09  4.79262693e-08 
 2.18776162e+05  2.18776162e+05  1.57917793e-09  4.73311123e-08 
 2.29086765e+05  2.29086765e+05  1.55997860e-09  4.67556703e-08 
 2.39883292e+05  2.39883292e+05  1.54142017e-09  4.61994371e-08 
 2.51188643e+05  2.51188643e+05  1.52348599e-09  4.56619137e-08 
 2.63026799e+05  2.63026799e+05  1.50615964e-09  4.51426084e-08 
 2.75422870e+05  2.75422870e+05  1.48942496e-09  4.46410368e-08 
 2.88403150e+05  2.88403150e+05  1.47326604e-09  4.41567216e-08 
 3.01995172e+05  3.01995172e+05  1.45766717e-09  4.36891925e-08 
 3.16227766e+05  3.16227766e+05  1.44261293e-09  4.32379868e-08 
 3.31131121e+05  3.31131121e+05  1.42808810e-09  4.28026488e-08 
 3.46736850e+05  3.46736850e+05  1.41407774e-09  4.23827302e-08 
 3.63078055e+05  3.63078055e+05  1.40056712e-09  4.19777899e-08 
 3.80189396e+05  3.80189396e+05  1.38754178e-09  4.15873944e-08 
 3.98107171e+05  3.98107171e+05  1.37498749e-09  4.12111174e-08 
 4.16869383e+05  4.16869383e+05  1.36289029e-09  4.08485402e-08 
 4.36515832e+05  4.36515832e+05  1.35123646e-09  4.04992516e-08 
 4.57088190e+05  4.57088190e+05  1.34001253e-09  4.01628480e-08 
 4.78630092e+05  4.78630092e+05  1.32920529e-09  3.98389334e-08 
 5.01187234e+05  5.01187234e+05  1.31880178e-09  3.95271195e-08 
 5.24807460e+05  5.24807460e+05  1.30878931e-09  3.92270258e-08 
 5.49540874e+05  5.49540874e+05  1.29915545e-09  3.89382797e-08 
 5.75439937e+05  5.75439937e+05  1.28988801e-09  3.86605162e-08 
 6.02559586e+05  6.02559586e+05  1.28097510e-09  3.83933782e-08 
 6.30957344e+05  6.30957344e+05  1.27240505e-09  3.81365166e-08 
 6.60693448e+05  6.60693448e+05  1.26416648e-09  3.78895902e-08 
 6.91830971e+05  6.91830971e+05  1.25624827e-09  3.76522657e-08 
 7.24435960e+05  7.24435960e+05  1.24863957e-09  3.74242176e-08 
 7.58577575e+05  7.58577575e+05  1.24132978e-09  3.72051286e-08 
 7.94328235e+05  7.94328235e+05  1.23430857e-09  3.69946890e-08 
 8.31763771e+05  8.31763771e+05  1.22756589e-09  3.67925971e-08 
 8.70963590e+05  8.70963590e+05  1.22109191e-09  3.65985592e-08 
 9.12010839e+05  9.12010839e+05  1.21487711e-09  3.64122892e-08 
 9.54992586e+05  9.54992586e+05  1.20891220e-09  3.62335088e-08 
 1.00000000e+06  1.00000000e+06  1.20318815e-09  3.60619474e-08 
