 time            v(in1)          v(in2)          v(out)         
 2.33191552e-10  1.20000000e+00  0.00000000e+00  1.62537363e-01 
 2.33968416e-10  1.20000000e+00  0.00000000e+00  1.73996132e-01 
 2.34729840e-10  1.20000000e+00  0.00000000e+00  1.85483682e-01 
 2.35503429e-10  1.20000000e+00  0.00000000e+00  1.97405637e-01 
 2.36273068e-10  1.20000000e+00  0.00000000e+00  2.09508626e-01 
 2.37056669e-10  1.20000000e+00  0.00000000e+00  2.22069833e-01 
 2.37874411e-10  1.20000000e+00  0.00000000e+00  2.35425058e-01 
 2.38723224e-10  1.20000000e+00  0.00000000e+00  2.49543416e-01 
 2.39612671e-10  1.20000000e+00  0.00000000e+00  2.64604900e-01 
 2.40542480e-10  1.20000000e+00  0.00000000e+00  2.80628651e-01 
 2.41521678e-10  1.20000000e+00  0.00000000e+00  2.97796191e-01 
 2.42551019e-10  1.20000000e+00  0.00000000e+00  3.16148957e-01 
 2.43607538e-10  1.20000000e+00  0.00000000e+00  3.35293441e-01 
 2.44701273e-10  1.20000000e+00  0.00000000e+00  3.55418985e-01 
 2.45823368e-10  1.20000000e+00  0.00000000e+00  3.76368005e-01 
 2.46982220e-10  1.20000000e+00  0.00000000e+00  3.98299199e-01 
 2.48171039e-10  1.20000000e+00  0.00000000e+00  4.21083295e-01 
 2.49395408e-10  1.20000000e+00  0.00000000e+00  4.44822210e-01 
 2.50576642e-10  1.20000000e+00  0.00000000e+00  4.67959923e-01 
 2.51763980e-10  1.20000000e+00  0.00000000e+00  4.91421723e-01 
 2.52919679e-10  1.20000000e+00  0.00000000e+00  5.14428747e-01 
 2.54081171e-10  1.20000000e+00  0.00000000e+00  5.37693485e-01 
 2.55218915e-10  1.20000000e+00  0.00000000e+00  5.60594578e-01 
 2.56362366e-10  1.20000000e+00  0.00000000e+00  5.83694635e-01 
 2.57505337e-10  1.20000000e+00  0.00000000e+00  6.06839893e-01 
 2.58657203e-10  1.20000000e+00  0.00000000e+00  6.30187805e-01 
 2.59783223e-10  1.20000000e+00  0.00000000e+00  6.52997534e-01 
 2.60824184e-10  1.20000000e+00  0.00000000e+00  6.74035803e-01 
 2.61776644e-10  1.20000000e+00  0.00000000e+00  6.93211182e-01 
 2.62646802e-10  1.20000000e+00  0.00000000e+00  7.10637900e-01 
 2.63454192e-10  1.20000000e+00  0.00000000e+00  7.26703194e-01 
 2.64211322e-10  1.20000000e+00  0.00000000e+00  7.41654289e-01 
 2.64932618e-10  1.20000000e+00  0.00000000e+00  7.55774715e-01 
 2.65625156e-10  1.20000000e+00  0.00000000e+00  7.69201023e-01 
 2.66296777e-10  1.20000000e+00  0.00000000e+00  7.82082602e-01 
 2.66950721e-10  1.20000000e+00  0.00000000e+00  7.94478405e-01 
 2.67591331e-10  1.20000000e+00  0.00000000e+00  8.06467302e-01 
 2.68220142e-10  1.20000000e+00  0.00000000e+00  8.18074345e-01 
 2.68839750e-10  1.20000000e+00  0.00000000e+00  8.29343764e-01 
 2.69450876e-10  1.20000000e+00  0.00000000e+00  8.40285061e-01 
 2.70055053e-10  1.20000000e+00  0.00000000e+00  8.50922334e-01 
 2.70652404e-10  1.20000000e+00  0.00000000e+00  8.61254818e-01 
 2.71249253e-10  1.20000000e+00  0.00000000e+00  8.71386920e-01 
 2.71873378e-10  1.20000000e+00  0.00000000e+00  8.81768731e-01 
 2.72513769e-10  1.20000000e+00  0.00000000e+00  8.92186185e-01 
 2.73186300e-10  1.20000000e+00  0.00000000e+00  9.02862083e-01 
 2.73882214e-10  1.20000000e+00  0.00000000e+00  9.13616279e-01 
 2.74616622e-10  1.20000000e+00  0.00000000e+00  9.24635245e-01 
 2.75382981e-10  1.20000000e+00  0.00000000e+00  9.35766644e-01 
 2.76193655e-10  1.20000000e+00  0.00000000e+00  9.47130475e-01 
 2.77043945e-10  1.20000000e+00  0.00000000e+00  9.58595266e-01 
 2.77945141e-10  1.20000000e+00  0.00000000e+00  9.70242886e-01 
 2.78902430e-10  1.20000000e+00  0.00000000e+00  9.82057705e-01 
 2.79759658e-10  1.20000000e+00  0.00000000e+00  9.92162741e-01 
 2.80590748e-10  1.20000000e+00  0.00000000e+00  1.00154333e+00 
 2.81473755e-10  1.20000000e+00  0.00000000e+00  1.01107375e+00 
 2.82302561e-10  1.20000000e+00  0.00000000e+00  1.01962493e+00 
 2.83164811e-10  1.20000000e+00  0.00000000e+00  1.02813171e+00 
 2.84030073e-10  1.20000000e+00  0.00000000e+00  1.03628423e+00 
 2.84921639e-10  1.20000000e+00  0.00000000e+00  1.04429853e+00 
 2.85781507e-10  1.20000000e+00  0.00000000e+00  1.05167186e+00 
 2.86643359e-10  1.20000000e+00  0.00000000e+00  1.05872600e+00 
 2.87484692e-10  1.20000000e+00  0.00000000e+00  1.06530083e+00 
 2.88327945e-10  1.20000000e+00  0.00000000e+00  1.07159472e+00 
 2.89157236e-10  1.20000000e+00  0.00000000e+00  1.07750719e+00 
 2.89986675e-10  1.20000000e+00  0.00000000e+00  1.08315700e+00 
 2.90805243e-10  1.20000000e+00  0.00000000e+00  1.08848467e+00 
 2.91622539e-10  1.20000000e+00  0.00000000e+00  1.09356820e+00 
 2.92430835e-10  1.20000000e+00  0.00000000e+00  1.09837334e+00 
 2.93236904e-10  1.20000000e+00  0.00000000e+00  1.10295393e+00 
 2.94050702e-10  1.20000000e+00  0.00000000e+00  1.10737311e+00 
 2.94871131e-10  1.20000000e+00  0.00000000e+00  1.11162807e+00 
 2.95700143e-10  1.20000000e+00  0.00000000e+00  1.11573189e+00 
 2.96535971e-10  1.20000000e+00  0.00000000e+00  1.11967880e+00 
 2.97230902e-10  1.20000000e+00  0.00000000e+00  1.12282053e+00 
 2.98027743e-10  1.20000000e+00  0.00000000e+00  1.12627326e+00 
 2.98747456e-10  1.20000000e+00  0.00000000e+00  1.12925934e+00 
 2.99551108e-10  1.20000000e+00  0.00000000e+00  1.13245139e+00 
 3.00293558e-10  1.20000000e+00  0.00000000e+00  1.13527209e+00 
 3.01125780e-10  1.20000000e+00  0.00000000e+00  1.13829373e+00 
 3.01898462e-10  1.20000000e+00  0.00000000e+00  1.14097203e+00 
 3.02641546e-10  1.20000000e+00  0.00000000e+00  1.14343724e+00 
 3.03401001e-10  1.20000000e+00  0.00000000e+00  1.14584945e+00 
 3.04179077e-10  1.20000000e+00  0.00000000e+00  1.14821283e+00 
 3.04961124e-10  1.20000000e+00  0.00000000e+00  1.15048284e+00 
 3.05764861e-10  1.20000000e+00  0.00000000e+00  1.15271043e+00 
 3.06588873e-10  1.20000000e+00  0.00000000e+00  1.15488819e+00 
 3.07429363e-10  1.20000000e+00  0.00000000e+00  1.15700398e+00 
 3.08292125e-10  1.20000000e+00  0.00000000e+00  1.15907018e+00 
 3.09176778e-10  1.20000000e+00  0.00000000e+00  1.16108303e+00 
 3.10082771e-10  1.20000000e+00  0.00000000e+00  1.16303891e+00 
 3.11011593e-10  1.20000000e+00  0.00000000e+00  1.16493887e+00 
 3.11963757e-10  1.20000000e+00  0.00000000e+00  1.16678180e+00 
 3.12939736e-10  1.20000000e+00  0.00000000e+00  1.16856666e+00 
 3.14046506e-10  1.20000000e+00  0.00000000e+00  1.17047135e+00 
 3.15047102e-10  1.20000000e+00  0.00000000e+00  1.17209010e+00 
 3.16242540e-10  1.20000000e+00  0.00000000e+00  1.17390307e+00 
 3.17365915e-10  1.20000000e+00  0.00000000e+00  1.17549401e+00 
 3.18535748e-10  1.20000000e+00  0.00000000e+00  1.17704234e+00 
 3.19695352e-10  1.20000000e+00  0.00000000e+00  1.17847517e+00 
 3.20897122e-10  1.20000000e+00  0.00000000e+00  1.17986025e+00 
 3.22112208e-10  1.20000000e+00  0.00000000e+00  1.18116441e+00 
 3.23366502e-10  1.20000000e+00  0.00000000e+00  1.18241628e+00 
 3.24640672e-10  1.20000000e+00  0.00000000e+00  1.18359683e+00 
 3.25953210e-10  1.20000000e+00  0.00000000e+00  1.18472397e+00 
 3.27291088e-10  1.20000000e+00  0.00000000e+00  1.18578691e+00 
 3.28668898e-10  1.20000000e+00  0.00000000e+00  1.18679788e+00 
 3.30077493e-10  1.20000000e+00  0.00000000e+00  1.18775057e+00 
